#FamilyID	Gamma Cat Mean	Likelihood of Category	Likelihood of Family	Posterior Probability	Significant
null	0.750301	1.63632e-13	5.81446e-12	0.0281422	N/S
null	1.2497	5.65083e-12	5.81446e-12	0.971858	*
null	0.750301	4.97288e-07	1.03907e-06	0.478592	N/S
null	1.2497	5.41777e-07	1.03907e-06	0.521408	N/S
null	0.750301	4.53492e-06	8.54685e-06	0.530595	N/S
null	1.2497	4.01194e-06	8.54685e-06	0.469405	N/S
null	0.750301	2.06558e-07	4.76908e-07	0.433119	N/S
null	1.2497	2.7035e-07	4.76908e-07	0.566881	N/S
null	0.750301	7.29516e-07	1.77463e-06	0.411081	N/S
null	1.2497	1.04511e-06	1.77463e-06	0.588919	N/S
null	0.750301	2.10922e-08	7.46987e-08	0.282364	N/S
null	1.2497	5.36064e-08	7.46987e-08	0.717636	N/S
null	0.750301	6.73499e-07	1.64622e-06	0.40912	N/S
null	1.2497	9.72717e-07	1.64622e-06	0.59088	N/S
null	0.750301	2.06558e-07	4.76908e-07	0.433119	N/S
null	1.2497	2.7035e-07	4.76908e-07	0.566881	N/S
null	0.750301	6.73499e-07	1.64622e-06	0.40912	N/S
null	1.2497	9.72717e-07	1.64622e-06	0.59088	N/S
null	0.750301	7.29516e-07	1.77463e-06	0.411081	N/S
null	1.2497	1.04511e-06	1.77463e-06	0.588919	N/S
null	0.750301	4.53492e-06	8.54685e-06	0.530595	N/S
null	1.2497	4.01194e-06	8.54685e-06	0.469405	N/S
null	0.750301	7.29516e-07	1.77463e-06	0.411081	N/S
null	1.2497	1.04511e-06	1.77463e-06	0.588919	N/S
null	0.750301	4.53492e-06	8.54685e-06	0.530595	N/S
null	1.2497	4.01194e-06	8.54685e-06	0.469405	N/S
null	0.750301	3.20262e-07	7.97327e-07	0.40167	N/S
null	1.2497	4.77065e-07	7.97327e-07	0.59833	N/S
null	0.750301	7.29516e-07	1.77463e-06	0.411081	N/S
null	1.2497	1.04511e-06	1.77463e-06	0.588919	N/S
null	0.750301	4.53492e-06	8.54685e-06	0.530595	N/S
null	1.2497	4.01194e-06	8.54685e-06	0.469405	N/S
null	0.750301	2.06558e-07	4.76908e-07	0.433119	N/S
null	1.2497	2.7035e-07	4.76908e-07	0.566881	N/S
null	0.750301	4.53492e-06	8.54685e-06	0.530595	N/S
null	1.2497	4.01194e-06	8.54685e-06	0.469405	N/S
null	0.750301	4.53492e-06	8.54685e-06	0.530595	N/S
null	1.2497	4.01194e-06	8.54685e-06	0.469405	N/S
null	0.750301	7.29516e-07	1.77463e-06	0.411081	N/S
null	1.2497	1.04511e-06	1.77463e-06	0.588919	N/S
null	0.750301	5.57614e-06	9.46664e-06	0.58903	N/S
null	1.2497	3.8905e-06	9.46664e-06	0.41097	N/S
null	0.750301	2.06558e-07	4.76908e-07	0.433119	N/S
null	1.2497	2.7035e-07	4.76908e-07	0.566881	N/S
null	0.750301	4.53492e-06	8.54685e-06	0.530595	N/S
null	1.2497	4.01194e-06	8.54685e-06	0.469405	N/S
null	0.750301	7.29516e-07	1.77463e-06	0.411081	N/S
null	1.2497	1.04511e-06	1.77463e-06	0.588919	N/S
null	0.750301	7.29516e-07	1.77463e-06	0.411081	N/S
null	1.2497	1.04511e-06	1.77463e-06	0.588919	N/S
null	0.750301	4.53492e-06	8.54685e-06	0.530595	N/S
null	1.2497	4.01194e-06	8.54685e-06	0.469405	N/S
null	0.750301	2.26111e-08	7.92872e-08	0.28518	N/S
null	1.2497	5.66761e-08	7.92872e-08	0.71482	N/S
null	0.750301	6.73499e-07	1.64622e-06	0.40912	N/S
null	1.2497	9.72717e-07	1.64622e-06	0.59088	N/S
null	0.750301	4.53492e-06	8.54685e-06	0.530595	N/S
null	1.2497	4.01194e-06	8.54685e-06	0.469405	N/S
null	0.750301	1.96542e-06	3.76378e-06	0.522193	N/S
null	1.2497	1.79836e-06	3.76378e-06	0.477807	N/S
null	0.750301	4.53492e-06	8.54685e-06	0.530595	N/S
null	1.2497	4.01194e-06	8.54685e-06	0.469405	N/S
null	0.750301	5.57614e-06	9.46664e-06	0.58903	N/S
null	1.2497	3.8905e-06	9.46664e-06	0.41097	N/S
null	0.750301	2.10922e-08	7.46987e-08	0.282364	N/S
null	1.2497	5.36064e-08	7.46987e-08	0.717636	N/S
null	0.750301	7.29516e-07	1.77463e-06	0.411081	N/S
null	1.2497	1.04511e-06	1.77463e-06	0.588919	N/S
null	0.750301	4.53492e-06	8.54685e-06	0.530595	N/S
null	1.2497	4.01194e-06	8.54685e-06	0.469405	N/S
null	0.750301	4.53492e-06	8.54685e-06	0.530595	N/S
null	1.2497	4.01194e-06	8.54685e-06	0.469405	N/S
null	0.750301	4.53492e-06	8.54685e-06	0.530595	N/S
null	1.2497	4.01194e-06	8.54685e-06	0.469405	N/S
null	0.750301	4.53492e-06	8.54685e-06	0.530595	N/S
null	1.2497	4.01194e-06	8.54685e-06	0.469405	N/S
null	0.750301	4.53492e-06	8.54685e-06	0.530595	N/S
null	1.2497	4.01194e-06	8.54685e-06	0.469405	N/S
null	0.750301	4.27169e-06	8.41018e-06	0.50792	N/S
null	1.2497	4.13848e-06	8.41018e-06	0.49208	N/S
null	0.750301	2.06558e-07	4.76908e-07	0.433119	N/S
null	1.2497	2.7035e-07	4.76908e-07	0.566881	N/S
null	0.750301	4.53492e-06	8.54685e-06	0.530595	N/S
null	1.2497	4.01194e-06	8.54685e-06	0.469405	N/S
null	0.750301	4.53492e-06	8.54685e-06	0.530595	N/S
null	1.2497	4.01194e-06	8.54685e-06	0.469405	N/S
null	0.750301	5.57614e-06	9.46664e-06	0.58903	N/S
null	1.2497	3.8905e-06	9.46664e-06	0.41097	N/S
null	0.750301	4.53492e-06	8.54685e-06	0.530595	N/S
null	1.2497	4.01194e-06	8.54685e-06	0.469405	N/S
null	0.750301	1.40259e-07	4.27352e-07	0.328206	N/S
null	1.2497	2.87093e-07	4.27352e-07	0.671794	N/S
null	0.750301	2.26111e-08	7.92872e-08	0.28518	N/S
null	1.2497	5.66761e-08	7.92872e-08	0.71482	N/S
null	0.750301	7.29516e-07	1.77463e-06	0.411081	N/S
null	1.2497	1.04511e-06	1.77463e-06	0.588919	N/S
null	0.750301	7.29516e-07	1.77463e-06	0.411081	N/S
null	1.2497	1.04511e-06	1.77463e-06	0.588919	N/S
null	0.750301	5.72164e-09	2.64953e-08	0.21595	N/S
null	1.2497	2.07736e-08	2.64953e-08	0.78405	N/S
null	0.750301	7.29516e-07	1.77463e-06	0.411081	N/S
null	1.2497	1.04511e-06	1.77463e-06	0.588919	N/S
null	0.750301	7.29516e-07	1.77463e-06	0.411081	N/S
null	1.2497	1.04511e-06	1.77463e-06	0.588919	N/S
null	0.750301	3.88347e-06	7.30297e-06	0.531765	N/S
null	1.2497	3.41951e-06	7.30297e-06	0.468235	N/S
null	0.750301	4.53492e-06	8.54685e-06	0.530595	N/S
null	1.2497	4.01194e-06	8.54685e-06	0.469405	N/S
null	0.750301	6.73499e-07	1.64622e-06	0.40912	N/S
null	1.2497	9.72717e-07	1.64622e-06	0.59088	N/S
null	0.750301	7.29516e-07	1.77463e-06	0.411081	N/S
null	1.2497	1.04511e-06	1.77463e-06	0.588919	N/S
null	0.750301	7.29516e-07	1.77463e-06	0.411081	N/S
null	1.2497	1.04511e-06	1.77463e-06	0.588919	N/S
null	0.750301	2.78304e-05	4.2954e-05	0.647912	N/S
null	1.2497	1.51236e-05	4.2954e-05	0.352088	N/S
null	0.750301	6.73499e-07	1.64622e-06	0.40912	N/S
null	1.2497	9.72717e-07	1.64622e-06	0.59088	N/S
null	0.750301	7.29516e-07	1.77463e-06	0.411081	N/S
null	1.2497	1.04511e-06	1.77463e-06	0.588919	N/S
null	0.750301	4.53492e-06	8.54685e-06	0.530595	N/S
null	1.2497	4.01194e-06	8.54685e-06	0.469405	N/S
null	0.750301	2.06558e-07	4.76908e-07	0.433119	N/S
null	1.2497	2.7035e-07	4.76908e-07	0.566881	N/S
null	0.750301	4.53492e-06	8.54685e-06	0.530595	N/S
null	1.2497	4.01194e-06	8.54685e-06	0.469405	N/S
null	0.750301	4.53492e-06	8.54685e-06	0.530595	N/S
null	1.2497	4.01194e-06	8.54685e-06	0.469405	N/S
null	0.750301	1.72186e-07	5.24822e-07	0.328085	N/S
null	1.2497	3.52636e-07	5.24822e-07	0.671915	N/S
null	0.750301	2.06558e-07	4.76908e-07	0.433119	N/S
null	1.2497	2.7035e-07	4.76908e-07	0.566881	N/S
null	0.750301	7.29516e-07	1.77463e-06	0.411081	N/S
null	1.2497	1.04511e-06	1.77463e-06	0.588919	N/S
null	0.750301	4.53492e-06	8.54685e-06	0.530595	N/S
null	1.2497	4.01194e-06	8.54685e-06	0.469405	N/S
null	0.750301	6.73499e-07	1.64622e-06	0.40912	N/S
null	1.2497	9.72717e-07	1.64622e-06	0.59088	N/S
null	0.750301	7.29516e-07	1.77463e-06	0.411081	N/S
null	1.2497	1.04511e-06	1.77463e-06	0.588919	N/S
null	0.750301	4.53492e-06	8.54685e-06	0.530595	N/S
null	1.2497	4.01194e-06	8.54685e-06	0.469405	N/S
null	0.750301	3.20262e-07	7.97327e-07	0.40167	N/S
null	1.2497	4.77065e-07	7.97327e-07	0.59833	N/S
null	0.750301	7.29516e-07	1.77463e-06	0.411081	N/S
null	1.2497	1.04511e-06	1.77463e-06	0.588919	N/S
null	0.750301	8.40918e-10	6.22378e-09	0.135114	N/S
null	1.2497	5.38287e-09	6.22378e-09	0.864886	N/S
null	0.750301	2.06558e-07	4.76908e-07	0.433119	N/S
null	1.2497	2.7035e-07	4.76908e-07	0.566881	N/S
null	0.750301	6.73499e-07	1.64622e-06	0.40912	N/S
null	1.2497	9.72717e-07	1.64622e-06	0.59088	N/S
null	0.750301	5.57614e-06	9.46664e-06	0.58903	N/S
null	1.2497	3.8905e-06	9.46664e-06	0.41097	N/S
null	0.750301	2.66592e-09	1.28007e-08	0.208264	N/S
null	1.2497	1.01348e-08	1.28007e-08	0.791736	N/S
null	0.750301	2.78304e-05	4.2954e-05	0.647912	N/S
null	1.2497	1.51236e-05	4.2954e-05	0.352088	N/S
null	0.750301	4.53492e-06	8.54685e-06	0.530595	N/S
null	1.2497	4.01194e-06	8.54685e-06	0.469405	N/S
null	0.750301	4.53492e-06	8.54685e-06	0.530595	N/S
null	1.2497	4.01194e-06	8.54685e-06	0.469405	N/S
null	0.750301	4.53492e-06	8.54685e-06	0.530595	N/S
null	1.2497	4.01194e-06	8.54685e-06	0.469405	N/S
null	0.750301	4.53492e-06	8.54685e-06	0.530595	N/S
null	1.2497	4.01194e-06	8.54685e-06	0.469405	N/S
null	0.750301	4.53492e-06	8.54685e-06	0.530595	N/S
null	1.2497	4.01194e-06	8.54685e-06	0.469405	N/S
null	0.750301	4.53492e-06	8.54685e-06	0.530595	N/S
null	1.2497	4.01194e-06	8.54685e-06	0.469405	N/S
null	0.750301	6.73499e-07	1.64622e-06	0.40912	N/S
null	1.2497	9.72717e-07	1.64622e-06	0.59088	N/S
null	0.750301	7.29516e-07	1.77463e-06	0.411081	N/S
null	1.2497	1.04511e-06	1.77463e-06	0.588919	N/S
null	0.750301	4.53492e-06	8.54685e-06	0.530595	N/S
null	1.2497	4.01194e-06	8.54685e-06	0.469405	N/S
null	0.750301	3.20262e-07	7.97327e-07	0.40167	N/S
null	1.2497	4.77065e-07	7.97327e-07	0.59833	N/S
null	0.750301	6.73499e-07	1.64622e-06	0.40912	N/S
null	1.2497	9.72717e-07	1.64622e-06	0.59088	N/S
null	0.750301	6.73499e-07	1.64622e-06	0.40912	N/S
null	1.2497	9.72717e-07	1.64622e-06	0.59088	N/S
null	0.750301	7.29516e-07	1.77463e-06	0.411081	N/S
null	1.2497	1.04511e-06	1.77463e-06	0.588919	N/S
null	0.750301	7.29516e-07	1.77463e-06	0.411081	N/S
null	1.2497	1.04511e-06	1.77463e-06	0.588919	N/S
null	0.750301	7.29516e-07	1.77463e-06	0.411081	N/S
null	1.2497	1.04511e-06	1.77463e-06	0.588919	N/S
null	0.750301	4.53492e-06	8.54685e-06	0.530595	N/S
null	1.2497	4.01194e-06	8.54685e-06	0.469405	N/S
null	0.750301	5.72164e-09	2.64953e-08	0.21595	N/S
null	1.2497	2.07736e-08	2.64953e-08	0.78405	N/S
null	0.750301	4.53492e-06	8.54685e-06	0.530595	N/S
null	1.2497	4.01194e-06	8.54685e-06	0.469405	N/S
null	0.750301	2.10922e-08	7.46987e-08	0.282364	N/S
null	1.2497	5.36064e-08	7.46987e-08	0.717636	N/S
null	0.750301	4.53492e-06	8.54685e-06	0.530595	N/S
null	1.2497	4.01194e-06	8.54685e-06	0.469405	N/S
null	0.750301	6.59833e-07	1.6731e-06	0.394378	N/S
null	1.2497	1.01326e-06	1.6731e-06	0.605622	N/S
null	0.750301	4.53492e-06	8.54685e-06	0.530595	N/S
null	1.2497	4.01194e-06	8.54685e-06	0.469405	N/S
null	0.750301	2.06558e-07	4.76908e-07	0.433119	N/S
null	1.2497	2.7035e-07	4.76908e-07	0.566881	N/S
null	0.750301	3.20262e-07	7.97327e-07	0.40167	N/S
null	1.2497	4.77065e-07	7.97327e-07	0.59833	N/S
null	0.750301	7.29516e-07	1.77463e-06	0.411081	N/S
null	1.2497	1.04511e-06	1.77463e-06	0.588919	N/S
null	0.750301	4.53492e-06	8.54685e-06	0.530595	N/S
null	1.2497	4.01194e-06	8.54685e-06	0.469405	N/S
null	0.750301	6.73499e-07	1.64622e-06	0.40912	N/S
null	1.2497	9.72717e-07	1.64622e-06	0.59088	N/S
null	0.750301	4.53492e-06	8.54685e-06	0.530595	N/S
null	1.2497	4.01194e-06	8.54685e-06	0.469405	N/S
null	0.750301	6.73499e-07	1.64622e-06	0.40912	N/S
null	1.2497	9.72717e-07	1.64622e-06	0.59088	N/S
null	0.750301	4.53492e-06	8.54685e-06	0.530595	N/S
null	1.2497	4.01194e-06	8.54685e-06	0.469405	N/S
null	0.750301	7.29516e-07	1.77463e-06	0.411081	N/S
null	1.2497	1.04511e-06	1.77463e-06	0.588919	N/S
null	0.750301	7.29516e-07	1.77463e-06	0.411081	N/S
null	1.2497	1.04511e-06	1.77463e-06	0.588919	N/S
null	0.750301	4.53492e-06	8.54685e-06	0.530595	N/S
null	1.2497	4.01194e-06	8.54685e-06	0.469405	N/S
null	0.750301	4.53492e-06	8.54685e-06	0.530595	N/S
null	1.2497	4.01194e-06	8.54685e-06	0.469405	N/S
null	0.750301	7.29516e-07	1.77463e-06	0.411081	N/S
null	1.2497	1.04511e-06	1.77463e-06	0.588919	N/S
null	0.750301	7.29516e-07	1.77463e-06	0.411081	N/S
null	1.2497	1.04511e-06	1.77463e-06	0.588919	N/S
null	0.750301	6.73499e-07	1.64622e-06	0.40912	N/S
null	1.2497	9.72717e-07	1.64622e-06	0.59088	N/S
null	0.750301	2.06558e-07	4.76908e-07	0.433119	N/S
null	1.2497	2.7035e-07	4.76908e-07	0.566881	N/S
null	0.750301	6.73499e-07	1.64622e-06	0.40912	N/S
null	1.2497	9.72717e-07	1.64622e-06	0.59088	N/S
null	0.750301	4.53492e-06	8.54685e-06	0.530595	N/S
null	1.2497	4.01194e-06	8.54685e-06	0.469405	N/S
null	0.750301	7.29516e-07	1.77463e-06	0.411081	N/S
null	1.2497	1.04511e-06	1.77463e-06	0.588919	N/S
null	0.750301	3.88347e-06	7.30297e-06	0.531765	N/S
null	1.2497	3.41951e-06	7.30297e-06	0.468235	N/S
null	0.750301	1.96542e-06	3.76378e-06	0.522193	N/S
null	1.2497	1.79836e-06	3.76378e-06	0.477807	N/S
null	0.750301	6.73499e-07	1.64622e-06	0.40912	N/S
null	1.2497	9.72717e-07	1.64622e-06	0.59088	N/S
null	0.750301	6.73499e-07	1.64622e-06	0.40912	N/S
null	1.2497	9.72717e-07	1.64622e-06	0.59088	N/S
null	0.750301	7.29516e-07	1.77463e-06	0.411081	N/S
null	1.2497	1.04511e-06	1.77463e-06	0.588919	N/S
null	0.750301	4.53492e-06	8.54685e-06	0.530595	N/S
null	1.2497	4.01194e-06	8.54685e-06	0.469405	N/S
null	0.750301	2.06558e-07	4.76908e-07	0.433119	N/S
null	1.2497	2.7035e-07	4.76908e-07	0.566881	N/S
null	0.750301	7.29516e-07	1.77463e-06	0.411081	N/S
null	1.2497	1.04511e-06	1.77463e-06	0.588919	N/S
null	0.750301	7.29516e-07	1.77463e-06	0.411081	N/S
null	1.2497	1.04511e-06	1.77463e-06	0.588919	N/S
null	0.750301	6.73499e-07	1.64622e-06	0.40912	N/S
null	1.2497	9.72717e-07	1.64622e-06	0.59088	N/S
null	0.750301	7.29516e-07	1.77463e-06	0.411081	N/S
null	1.2497	1.04511e-06	1.77463e-06	0.588919	N/S
null	0.750301	4.86372e-07	1.09127e-06	0.445693	N/S
null	1.2497	6.04901e-07	1.09127e-06	0.554307	N/S
null	0.750301	2.06558e-07	4.76908e-07	0.433119	N/S
null	1.2497	2.7035e-07	4.76908e-07	0.566881	N/S
null	0.750301	7.29516e-07	1.77463e-06	0.411081	N/S
null	1.2497	1.04511e-06	1.77463e-06	0.588919	N/S
null	0.750301	2.06558e-07	4.76908e-07	0.433119	N/S
null	1.2497	2.7035e-07	4.76908e-07	0.566881	N/S
null	0.750301	4.53492e-06	8.54685e-06	0.530595	N/S
null	1.2497	4.01194e-06	8.54685e-06	0.469405	N/S
null	0.750301	7.29516e-07	1.77463e-06	0.411081	N/S
null	1.2497	1.04511e-06	1.77463e-06	0.588919	N/S
null	0.750301	4.53492e-06	8.54685e-06	0.530595	N/S
null	1.2497	4.01194e-06	8.54685e-06	0.469405	N/S
null	0.750301	7.29516e-07	1.77463e-06	0.411081	N/S
null	1.2497	1.04511e-06	1.77463e-06	0.588919	N/S
null	0.750301	4.53492e-06	8.54685e-06	0.530595	N/S
null	1.2497	4.01194e-06	8.54685e-06	0.469405	N/S
null	0.750301	6.73499e-07	1.64622e-06	0.40912	N/S
null	1.2497	9.72717e-07	1.64622e-06	0.59088	N/S
null	0.750301	4.53492e-06	8.54685e-06	0.530595	N/S
null	1.2497	4.01194e-06	8.54685e-06	0.469405	N/S
null	0.750301	4.53492e-06	8.54685e-06	0.530595	N/S
null	1.2497	4.01194e-06	8.54685e-06	0.469405	N/S
null	0.750301	6.73499e-07	1.64622e-06	0.40912	N/S
null	1.2497	9.72717e-07	1.64622e-06	0.59088	N/S
null	0.750301	4.53492e-06	8.54685e-06	0.530595	N/S
null	1.2497	4.01194e-06	8.54685e-06	0.469405	N/S
null	0.750301	6.73499e-07	1.64622e-06	0.40912	N/S
null	1.2497	9.72717e-07	1.64622e-06	0.59088	N/S
null	0.750301	5.57614e-06	9.46664e-06	0.58903	N/S
null	1.2497	3.8905e-06	9.46664e-06	0.41097	N/S
null	0.750301	7.29516e-07	1.77463e-06	0.411081	N/S
null	1.2497	1.04511e-06	1.77463e-06	0.588919	N/S
null	0.750301	2.06558e-07	4.76908e-07	0.433119	N/S
null	1.2497	2.7035e-07	4.76908e-07	0.566881	N/S
null	0.750301	3.88347e-06	7.30297e-06	0.531765	N/S
null	1.2497	3.41951e-06	7.30297e-06	0.468235	N/S
null	0.750301	4.53492e-06	8.54685e-06	0.530595	N/S
null	1.2497	4.01194e-06	8.54685e-06	0.469405	N/S
null	0.750301	4.53492e-06	8.54685e-06	0.530595	N/S
null	1.2497	4.01194e-06	8.54685e-06	0.469405	N/S
null	0.750301	1.23309e-07	4.55348e-07	0.270802	N/S
null	1.2497	3.32038e-07	4.55348e-07	0.729198	N/S
null	0.750301	3.20262e-07	7.97327e-07	0.40167	N/S
null	1.2497	4.77065e-07	7.97327e-07	0.59833	N/S
null	0.750301	7.29516e-07	1.77463e-06	0.411081	N/S
null	1.2497	1.04511e-06	1.77463e-06	0.588919	N/S
null	0.750301	2.06558e-07	4.76908e-07	0.433119	N/S
null	1.2497	2.7035e-07	4.76908e-07	0.566881	N/S
null	0.750301	4.53492e-06	8.54685e-06	0.530595	N/S
null	1.2497	4.01194e-06	8.54685e-06	0.469405	N/S
null	0.750301	6.73499e-07	1.64622e-06	0.40912	N/S
null	1.2497	9.72717e-07	1.64622e-06	0.59088	N/S
null	0.750301	4.53492e-06	8.54685e-06	0.530595	N/S
null	1.2497	4.01194e-06	8.54685e-06	0.469405	N/S
null	0.750301	4.53492e-06	8.54685e-06	0.530595	N/S
null	1.2497	4.01194e-06	8.54685e-06	0.469405	N/S
null	0.750301	7.29516e-07	1.77463e-06	0.411081	N/S
null	1.2497	1.04511e-06	1.77463e-06	0.588919	N/S
null	0.750301	3.20262e-07	7.97327e-07	0.40167	N/S
null	1.2497	4.77065e-07	7.97327e-07	0.59833	N/S
null	0.750301	4.53492e-06	8.54685e-06	0.530595	N/S
null	1.2497	4.01194e-06	8.54685e-06	0.469405	N/S
null	0.750301	4.53492e-06	8.54685e-06	0.530595	N/S
null	1.2497	4.01194e-06	8.54685e-06	0.469405	N/S
null	0.750301	2.06558e-07	4.76908e-07	0.433119	N/S
null	1.2497	2.7035e-07	4.76908e-07	0.566881	N/S
null	0.750301	2.10922e-08	7.46987e-08	0.282364	N/S
null	1.2497	5.36064e-08	7.46987e-08	0.717636	N/S
null	0.750301	7.82744e-12	2.56057e-10	0.0305691	N/S
null	1.2497	2.48229e-10	2.56057e-10	0.969431	*
null	0.750301	2.06558e-07	4.76908e-07	0.433119	N/S
null	1.2497	2.7035e-07	4.76908e-07	0.566881	N/S
null	0.750301	2.10922e-08	7.46987e-08	0.282364	N/S
null	1.2497	5.36064e-08	7.46987e-08	0.717636	N/S
null	0.750301	2.06558e-07	4.76908e-07	0.433119	N/S
null	1.2497	2.7035e-07	4.76908e-07	0.566881	N/S
null	0.750301	4.53492e-06	8.54685e-06	0.530595	N/S
null	1.2497	4.01194e-06	8.54685e-06	0.469405	N/S
null	0.750301	7.29516e-07	1.77463e-06	0.411081	N/S
null	1.2497	1.04511e-06	1.77463e-06	0.588919	N/S
null	0.750301	6.73499e-07	1.64622e-06	0.40912	N/S
null	1.2497	9.72717e-07	1.64622e-06	0.59088	N/S
null	0.750301	4.53492e-06	8.54685e-06	0.530595	N/S
null	1.2497	4.01194e-06	8.54685e-06	0.469405	N/S
null	0.750301	2.06558e-07	4.76908e-07	0.433119	N/S
null	1.2497	2.7035e-07	4.76908e-07	0.566881	N/S
null	0.750301	4.53492e-06	8.54685e-06	0.530595	N/S
null	1.2497	4.01194e-06	8.54685e-06	0.469405	N/S
null	0.750301	7.29516e-07	1.77463e-06	0.411081	N/S
null	1.2497	1.04511e-06	1.77463e-06	0.588919	N/S
null	0.750301	7.29516e-07	1.77463e-06	0.411081	N/S
null	1.2497	1.04511e-06	1.77463e-06	0.588919	N/S
null	0.750301	2.06558e-07	4.76908e-07	0.433119	N/S
null	1.2497	2.7035e-07	4.76908e-07	0.566881	N/S
null	0.750301	2.06558e-07	4.76908e-07	0.433119	N/S
null	1.2497	2.7035e-07	4.76908e-07	0.566881	N/S
null	0.750301	4.53492e-06	8.54685e-06	0.530595	N/S
null	1.2497	4.01194e-06	8.54685e-06	0.469405	N/S
null	0.750301	4.53492e-06	8.54685e-06	0.530595	N/S
null	1.2497	4.01194e-06	8.54685e-06	0.469405	N/S
null	0.750301	7.29516e-07	1.77463e-06	0.411081	N/S
null	1.2497	1.04511e-06	1.77463e-06	0.588919	N/S
null	0.750301	1.72186e-07	5.24822e-07	0.328085	N/S
null	1.2497	3.52636e-07	5.24822e-07	0.671915	N/S
null	0.750301	5.15194e-08	1.94342e-07	0.265096	N/S
null	1.2497	1.42823e-07	1.94342e-07	0.734904	N/S
null	0.750301	4.53492e-06	8.54685e-06	0.530595	N/S
null	1.2497	4.01194e-06	8.54685e-06	0.469405	N/S
null	0.750301	4.53492e-06	8.54685e-06	0.530595	N/S
null	1.2497	4.01194e-06	8.54685e-06	0.469405	N/S
null	0.750301	2.06558e-07	4.76908e-07	0.433119	N/S
null	1.2497	2.7035e-07	4.76908e-07	0.566881	N/S
null	0.750301	6.73499e-07	1.64622e-06	0.40912	N/S
null	1.2497	9.72717e-07	1.64622e-06	0.59088	N/S
null	0.750301	4.86372e-07	1.09127e-06	0.445693	N/S
null	1.2497	6.04901e-07	1.09127e-06	0.554307	N/S
null	0.750301	1.21623e-07	3.4497e-07	0.352561	N/S
null	1.2497	2.23347e-07	3.4497e-07	0.647439	N/S
null	0.750301	4.53492e-06	8.54685e-06	0.530595	N/S
null	1.2497	4.01194e-06	8.54685e-06	0.469405	N/S
null	0.750301	6.73499e-07	1.64622e-06	0.40912	N/S
null	1.2497	9.72717e-07	1.64622e-06	0.59088	N/S
null	0.750301	7.29516e-07	1.77463e-06	0.411081	N/S
null	1.2497	1.04511e-06	1.77463e-06	0.588919	N/S
null	0.750301	6.73499e-07	1.64622e-06	0.40912	N/S
null	1.2497	9.72717e-07	1.64622e-06	0.59088	N/S
null	0.750301	6.73499e-07	1.64622e-06	0.40912	N/S
null	1.2497	9.72717e-07	1.64622e-06	0.59088	N/S
null	0.750301	7.29516e-07	1.77463e-06	0.411081	N/S
null	1.2497	1.04511e-06	1.77463e-06	0.588919	N/S
null	0.750301	1.96542e-06	3.76378e-06	0.522193	N/S
null	1.2497	1.79836e-06	3.76378e-06	0.477807	N/S
null	0.750301	4.53492e-06	8.54685e-06	0.530595	N/S
null	1.2497	4.01194e-06	8.54685e-06	0.469405	N/S
null	0.750301	4.53492e-06	8.54685e-06	0.530595	N/S
null	1.2497	4.01194e-06	8.54685e-06	0.469405	N/S
null	0.750301	4.53492e-06	8.54685e-06	0.530595	N/S
null	1.2497	4.01194e-06	8.54685e-06	0.469405	N/S
null	0.750301	3.20262e-07	7.97327e-07	0.40167	N/S
null	1.2497	4.77065e-07	7.97327e-07	0.59833	N/S
null	0.750301	3.88347e-06	7.30297e-06	0.531765	N/S
null	1.2497	3.41951e-06	7.30297e-06	0.468235	N/S
null	0.750301	4.53492e-06	8.54685e-06	0.530595	N/S
null	1.2497	4.01194e-06	8.54685e-06	0.469405	N/S
null	0.750301	4.53492e-06	8.54685e-06	0.530595	N/S
null	1.2497	4.01194e-06	8.54685e-06	0.469405	N/S
null	0.750301	5.57614e-06	9.46664e-06	0.58903	N/S
null	1.2497	3.8905e-06	9.46664e-06	0.41097	N/S
null	0.750301	3.20262e-07	7.97327e-07	0.40167	N/S
null	1.2497	4.77065e-07	7.97327e-07	0.59833	N/S
null	0.750301	5.15194e-08	1.94342e-07	0.265096	N/S
null	1.2497	1.42823e-07	1.94342e-07	0.734904	N/S
null	0.750301	4.53492e-06	8.54685e-06	0.530595	N/S
null	1.2497	4.01194e-06	8.54685e-06	0.469405	N/S
null	0.750301	4.53492e-06	8.54685e-06	0.530595	N/S
null	1.2497	4.01194e-06	8.54685e-06	0.469405	N/S
null	0.750301	6.73499e-07	1.64622e-06	0.40912	N/S
null	1.2497	9.72717e-07	1.64622e-06	0.59088	N/S
null	0.750301	4.86372e-07	1.09127e-06	0.445693	N/S
null	1.2497	6.04901e-07	1.09127e-06	0.554307	N/S
null	0.750301	1.21623e-07	3.4497e-07	0.352561	N/S
null	1.2497	2.23347e-07	3.4497e-07	0.647439	N/S
null	0.750301	7.29516e-07	1.77463e-06	0.411081	N/S
null	1.2497	1.04511e-06	1.77463e-06	0.588919	N/S
null	0.750301	4.53492e-06	8.54685e-06	0.530595	N/S
null	1.2497	4.01194e-06	8.54685e-06	0.469405	N/S
null	0.750301	4.53492e-06	8.54685e-06	0.530595	N/S
null	1.2497	4.01194e-06	8.54685e-06	0.469405	N/S
null	0.750301	9.06429e-10	5.81206e-09	0.155957	N/S
null	1.2497	4.90563e-09	5.81206e-09	0.844043	N/S
null	0.750301	2.06558e-07	4.76908e-07	0.433119	N/S
null	1.2497	2.7035e-07	4.76908e-07	0.566881	N/S
